,user,numeros,comentarios,data
423,_juuu_lia_,650,650,2023-03-28T15:54:49.000Z
424,glaubercardosoo,476,476,2023-03-28T16:09:46.000Z
425,rfj2155,500,500,2023-03-28T16:14:45.000Z
426,nando_silvajs,300,300,2023-03-28T16:19:03.000Z
427,marisvantavares,432,432,2023-03-28T16:19:16.000Z
428,julioferreiro,727,727,2023-03-28T16:24:18.000Z
429,wsaleatorio,10,10 confia no pai,2023-03-28T16:25:59.000Z
430,sr_gustavo,7,Pelo menos 7,2023-03-28T16:26:08.000Z
431,miriandidone,588,588,2023-03-28T16:28:40.000Z
432,adriano.koerich,832,832,2023-03-28T16:40:04.000Z
433,joaogabriell17,387,387,2023-03-28T16:43:18.000Z
434,deoclecianoq,666,666🙌,2023-03-28T16:43:38.000Z
435,araujoo_jehh,540,540,2023-03-28T16:47:56.000Z
436,artur_mendes30,126,126,2023-03-28T16:49:57.000Z
437,nataliafrankovskii,287,287,2023-03-28T16:50:22.000Z
438,_wanderson_0.15,358,@leandro.varos 358,2023-03-28T16:55:12.000Z
439,luiz_milagre,565,565,2023-03-28T17:02:24.000Z
440,g.lopesoficial,380,380,2023-03-28T17:09:34.000Z
441,_montecinos,597,597,2023-03-28T17:09:40.000Z
442,jonathanfonseca815,284,284,2023-03-28T17:12:29.000Z
443,stefanovazzz,9034,Bora avacalhar a média ehhehe 9034,2023-03-28T17:12:42.000Z
444,kaiquecostaoficial,474,474,2023-03-28T17:14:13.000Z
445,rafa_passos_04,327,327,2023-03-28T17:24:28.000Z
446,araujo_jordan_,324,324,2023-03-28T17:25:45.000Z
447,cagutoll,412,412,2023-03-28T17:32:17.000Z
448,bru_oliveira._,568,568,2023-03-28T17:32:53.000Z
449,marcus_vinicius_sbroglio,117,117,2023-03-28T17:37:34.000Z
450,jvsv_027,462,462,2023-03-28T17:44:04.000Z
451,sousaxlzz,535,535 sjdkajsjxh,2023-03-28T17:50:20.000Z
452,joabebaptistalinobraz,512,512 confetes,2023-03-28T18:01:14.000Z
453,joao._.vitor,2,"""Tem pelo menos uns 2""",2023-03-28T18:03:03.000Z
454,arm_staut,540,540,2023-03-28T18:04:27.000Z
455,lleo.neves,678,678,2023-03-28T18:04:59.000Z
456,ejoaopdc,498,498,2023-03-28T18:06:43.000Z
457,vitor.silva.96,462,462 confia 👏🏾,2023-03-28T18:09:30.000Z
458,severolula13,405,Eu fiz um cálculo meio bizarro e concluí que nesse frasco transparente de vidro ou acrílico contém 405 unidades de confetes.,2023-03-28T18:09:45.000Z
459,giovana._._.z,530,530,2023-03-28T18:13:53.000Z
460,gabriel__prr,258,258,2023-03-28T18:23:18.000Z
461,marllonmendess,628,628 bolinhas,2023-03-28T18:31:42.000Z
462,wellin.tonn,135,135,2023-03-28T18:35:36.000Z
463,larissaloos,487,487,2023-03-28T18:40:19.000Z
464,sclfelipe,367,367,2023-03-28T18:41:03.000Z
465,anavdrumond,205,205,2023-03-28T18:42:22.000Z
466,junior_chainho,507,507,2023-03-28T18:50:30.000Z
467,pedraofilms,343,343,2023-03-28T19:02:23.000Z
468,junior_adalberto,571,571,2023-03-28T19:07:29.000Z
469,rikelmy_silva15,2,2mil,2023-03-28T19:08:28.000Z
470,natanuchiha,367,367,2023-03-28T19:29:44.000Z
471,diego.b.s,315,315 👌,2023-03-28T19:33:55.000Z
472,pedroolucas_2,614,614,2023-03-28T19:34:39.000Z
473,nada1ine,541,541,2023-03-28T19:36:51.000Z
474,arthur_vs__,296,296,2023-03-28T19:41:37.000Z
475,victor_vso_150,300,300,2023-03-28T19:43:54.000Z
476,deric_vinicius,609,609,2023-03-28T19:45:26.000Z
477,lorenzo_28_,371,371,2023-03-28T19:50:10.000Z
478,luioliveiraa,403,403,2023-03-28T19:58:07.000Z
479,pedro_fossatti,557,557,2023-03-28T20:05:36.000Z
480,pedroslourenco,147,147,2023-03-28T20:20:16.000Z
481,jefferson.motta,489,489 ganhei,2023-03-28T20:25:54.000Z
482,gustavoacst,845,845,2023-03-28T20:43:13.000Z
483,fernandoguerra09,687,687,2023-03-28T20:48:59.000Z
484,andrevictor_p,356,356,2023-03-28T20:56:53.000Z
485,lemuel_lj,345,345,2023-03-28T20:57:19.000Z
486,ukrauss__,527,Tem exatamente 527 M&M's nesse pote,2023-03-28T20:59:36.000Z
487,julianoaraldii,240,240,2023-03-28T21:05:15.000Z
488,_solitario.015,468,468 congetes,2023-03-28T21:16:59.000Z
489,eudouglasfotografo,540,540,2023-03-28T21:26:00.000Z
490,euanamarianascimento,540,540 mms,2023-03-28T21:38:24.000Z
491,leo7979snow,490,490,2023-03-28T21:39:17.000Z
492,valentinaveiculosbsb,577,577,2023-03-28T21:43:34.000Z
493,breno__tv,540,540,2023-03-28T21:55:53.000Z
494,pablorfortuna,504,504,2023-03-28T22:02:33.000Z
495,pedroaffonsoo,128,128,2023-03-28T22:04:26.000Z
496,viniszcius,620,620,2023-03-28T22:08:24.000Z
497,otavio_guilherme18,365,365,2023-03-28T22:11:51.000Z
498,paulohenriquesantoscorreia563,620,620,2023-03-28T22:19:33.000Z
499,paixao.juniorr,396,396,2023-03-28T22:22:42.000Z
500,guipmarciano,412,412,2023-03-28T22:28:21.000Z
501,cristian.y01,104,104,2023-03-28T22:30:27.000Z
502,santarosa.simone,384,No video vc perguntou quantos Confetes... nenhum! No comentário vc perguntou M&M's... acredito q tenha 384,2023-03-28T22:41:41.000Z
503,souza_juan07,563,563,2023-03-28T22:48:58.000Z
504,deckmann.11,444,"Tem 444, somando os valores e dividindo a média.",2023-03-28T22:52:03.000Z
505,ph_lim4_,278,278,2023-03-28T22:59:00.000Z
506,evertonbrunosds,400,400,2023-03-28T23:09:55.000Z
507,svmaz,396,396,2023-03-28T23:19:25.000Z
508,caioneves06_,78,78,2023-03-28T23:28:16.000Z
509,felipessilvaofc,949,949,2023-03-28T23:33:25.000Z
510,_biafilmes,539,"""Estimei"" pela área, deu 539 🤔",2023-03-28T23:34:05.000Z
511,_nathamz,468,468,2023-03-28T23:41:58.000Z
512,gcbarbieri,540,540,2023-03-28T23:44:34.000Z
513,l0uis__gustav,576,576,2023-03-28T23:57:10.000Z
514,timoteodong,625,625,2023-03-29T00:19:00.000Z
515,paulinho2.2,579,579,2023-03-29T00:33:50.000Z
516,andreysmartins,720,720 certeza,2023-03-29T00:33:52.000Z
517,darllan_1,250,250,2023-03-29T00:35:02.000Z
518,cristian.abad.9,245,245,2023-03-29T00:35:52.000Z
519,davi____pietro,146,146,2023-03-29T00:40:36.000Z
520,dude.ppeluso,423,423,2023-03-29T00:50:44.000Z
521,lino_muniz_01,325,325😎,2023-03-29T00:57:35.000Z
522,_gmahov,415,415,2023-03-29T00:58:45.000Z
523,jarlison_18_brandao,257,257,2023-03-29T00:59:28.000Z
524,marcosfelix.__,400,400,2023-03-29T01:04:46.000Z
525,jovemjapa,247,247,2023-03-29T01:21:13.000Z
526,wisleysantos_027,52,52,2023-03-29T01:24:22.000Z
527,ramessesogrande,541,541,2023-03-29T01:27:14.000Z
528,scrootz_,469,469,2023-03-29T01:39:14.000Z
529,phelipe_rocco,600,600,2023-03-29T01:40:58.000Z
530,tiagoguenze_gym,482,482  confetes,2023-03-29T01:42:36.000Z
531,ramosaraujomario,600,600,2023-03-29T01:46:43.000Z
532,dry_uwu,10,Tem mais de 10,2023-03-29T01:46:51.000Z
533,gugarruda,700,700,2023-03-29T01:46:59.000Z
534,josutotos,482,482,2023-03-29T01:51:36.000Z
535,hectiinn,329,329,2023-03-29T01:52:34.000Z
536,miojo_freitas,528,528,2023-03-29T02:12:39.000Z
537,cleocoxta,720,720,2023-03-29T02:13:36.000Z
538,henriquebsena,10,Ah eh? Vai tirar a média é gaiato? Vamo vê então. Acho que tem 10 bilhões. Vai calcula a média agora,2023-03-29T02:14:52.000Z
539,wellington_refosco,396,396,2023-03-29T02:16:21.000Z
540,marcelodemattos.oficial,875,875,2023-03-29T02:16:38.000Z
541,wellington_refosco,396,396 não passa,2023-03-29T02:17:32.000Z
542,bryan.almeidac,386,386,2023-03-29T02:25:26.000Z
543,jonatas.refosco,300,300,2023-03-29T02:49:53.000Z
544,sammueldias,482,482,2023-03-29T02:50:03.000Z
545,matheusleiteds,489,489 anota ai,2023-03-29T02:55:30.000Z
546,j4o_exe,547,Tem 547 moço,2023-03-29T03:14:18.000Z
547,allan_salaviaw1,321,321,2023-03-29T03:24:03.000Z
548,robpuert,588,588 confetes,2023-03-29T03:38:01.000Z
549,leonardo.rossetto.14,372,Tem 372,2023-03-29T03:44:43.000Z
550,bielilluminati,360,360,2023-03-29T03:45:29.000Z
551,marcushmachado,524,524,2023-03-29T03:47:27.000Z
552,augusto_fadanelli,588,588,2023-03-29T04:06:55.000Z
553,wellingtongimenes,327,327,2023-03-29T04:09:07.000Z
554,hiagoluan,473,473 óbvio,2023-03-29T04:11:05.000Z
555,maclefly45,458,458,2023-03-29T04:13:53.000Z
556,alvarojr_oficial,453,453,2023-03-29T04:15:13.000Z
557,adv.jdaniel,432,432,2023-03-29T04:56:45.000Z
558,kaiquerodrigues1,540,540 pq o mano ali fez o trampo de tirar a media e vi que ta perto disso,2023-03-29T05:11:33.000Z
559,bistene._.ruan,1152,1152 vai q...,2023-03-29T05:44:40.000Z
560,vitorujo,462,≈462,2023-03-29T05:48:03.000Z
561,samuka_runner,331,331,2023-03-29T06:24:54.000Z
562,marcelosantanadealmeida,270,270,2023-03-29T07:06:37.000Z
563,operadores_polivalentes,550,550 confetes,2023-03-29T08:46:57.000Z
564,emessias4417,495,Valor exato de 495,2023-03-29T10:19:38.000Z
565,b_geodo,334,334,2023-03-29T11:01:12.000Z
566,thiagocasasola,1214,1214,2023-03-29T11:50:30.000Z
567,felipe_augusto087,200,200,2023-03-29T12:08:15.000Z
568,victorhigorr_,504,504,2023-03-29T12:38:29.000Z
569,yan_nathyson,227,227,2023-03-29T12:56:44.000Z
570,douglas_r_ribeiro,625,625,2023-03-26T05:41:20.000Z
571,lucas_sl,289,289,2023-03-26T05:47:36.000Z
572,vini.lima0,1010,1010,2023-03-26T06:04:54.000Z
573,fer.abv,327,327,2023-03-26T06:43:21.000Z
574,vagneremprendedor,220,220 onde retiro meu prêmio,2023-03-26T06:51:17.000Z
575,pedroo43__,540,540,2023-03-26T06:58:08.000Z
576,wallace.mf,350,350,2023-03-26T06:59:04.000Z
577,paulomodestojr,585,585,2023-03-26T07:00:43.000Z
578,pedromorais100,504,504,2023-03-26T07:06:41.000Z
579,jefferson_pinho_8,540,540,2023-03-26T07:20:41.000Z
580,alinnynayara,658,658,2023-03-26T07:23:34.000Z
581,eng.richardcamara,446,446 unidades,2023-03-26T07:28:04.000Z
582,jhonsnitram,422,422,2023-03-26T07:34:49.000Z
583,rafafreiria,593,593,2023-03-26T07:49:20.000Z
584,cirovlb,87,87,2023-03-26T08:20:44.000Z
585,mauriciobarril4.0,5231,5231,2023-03-26T08:33:10.000Z
586,amaschiesari,542,542 @leandro.varos 😍,2023-03-26T08:33:36.000Z
587,luis_nando_pereira,640,640,2023-03-26T08:51:00.000Z
588,dougshoulders,331,331,2023-03-26T08:55:00.000Z
589,mateus_rdz76,24,pode dar uma vez até o dia 24????????,2023-03-26T09:27:58.000Z
590,carumacciell,1850,1850 confetes,2023-03-26T09:29:13.000Z
591,fernandabinder1704,605,605🙌,2023-03-26T09:36:45.000Z
592,jarderodrigues,257,257,2023-03-26T09:48:01.000Z
593,jrcaetan0,565,565,2023-03-26T10:04:50.000Z
594,fcarlosnavarro_fcns,980,Tem 980 confetes,2023-03-26T10:09:24.000Z
595,miguelfonseca287,463,463,2023-03-26T10:10:06.000Z
596,_samrodriguees,600,600 unidades aproximadamente,2023-03-26T10:11:17.000Z
597,tharlesaguilar,3000,3000 aproximadamente,2023-03-26T10:14:03.000Z
598,vinibianchi04,398,398,2023-03-26T10:16:35.000Z
599,markinho.fg,282,282,2023-03-26T10:17:56.000Z
600,albertosales2366,459,459,2023-03-26T10:19:58.000Z
601,danielcherato,640,640,2023-03-26T10:30:01.000Z
602,embuscaporconhecimento,315,315,2023-03-26T10:43:10.000Z
603,ruanvitorzzdesativado,1346,1346,2023-03-26T10:49:41.000Z
604,jrdinizm,540,540,2023-03-26T10:49:44.000Z
605,h.mozart,160,160,2023-03-26T10:58:53.000Z
606,jao_wendling,364,364,2023-03-26T10:58:53.000Z
607,_andre__henrique_,462,462,2023-03-26T11:01:48.000Z
608,edukf76,576,576,2023-03-26T11:09:48.000Z
609,matt3uus,588,588,2023-03-26T11:11:28.000Z
610,yatai.slz,396,396,2023-03-26T11:14:42.000Z
611,renatto__santtana,481,481,2023-03-26T11:20:34.000Z
612,ilo.j,333,333,2023-03-26T11:25:59.000Z
613,sandrix6,330,330,2023-03-26T11:30:02.000Z
614,vitormusial,473,473,2023-03-26T11:30:24.000Z
615,josecandidosn,280,280 confete,2023-03-26T11:32:15.000Z
616,huemersonduarte,504,504,2023-03-26T11:33:00.000Z
617,alvarosoares__,487,487,2023-03-26T11:43:31.000Z
618,paulormv_beto,468,468,2023-03-26T11:50:19.000Z
619,bgdias_uro,760,760,2023-03-26T11:52:21.000Z
620,fredhjhones,468,468,2023-03-26T11:53:28.000Z
621,rhayanns,431,431,2023-03-26T11:57:04.000Z
622,georgenc2,451,451,2023-03-26T11:57:37.000Z
623,xavier_luizfernando,287,287,2023-03-26T12:00:02.000Z
624,jorge_b_resende,400,400 unidades,2023-03-26T12:00:29.000Z
625,jrenatogo,432,432 confetes,2023-03-26T12:17:45.000Z
626,cesar_laraaa,374,374,2023-03-26T12:19:31.000Z
627,luizparreira2015,234,234,2023-03-26T12:20:47.000Z
628,mml_nrs,260,260,2023-03-26T12:27:37.000Z
629,romariobenedito_,350,350,2023-03-26T12:32:17.000Z
630,probioticoscaseiros,537,537,2023-03-26T12:37:18.000Z
631,rayanerepke,540,540,2023-03-26T12:43:08.000Z
632,bynovac,554,554,2023-03-26T12:45:03.000Z
633,angeloo_gabriel7,1001,1001,2023-03-26T12:48:14.000Z
634,trichechus.manatus,643,643,2023-03-26T12:52:49.000Z
635,dunhaaaaaaaaa,1,Tem 1,2023-03-26T12:54:20.000Z
636,kauanwerlang_,151,151,2023-03-26T12:55:42.000Z
637,dyego_fernandes,232,232,2023-03-26T12:57:59.000Z
638,uli_mello,541,541,2023-03-26T12:58:28.000Z
639,vinissaum,1800,1800,2023-03-26T12:59:36.000Z
640,filipegomesmartins,360,360,2023-03-26T13:00:48.000Z
641,autosocorroguerreiro,560,560,2023-03-26T13:01:06.000Z
642,donicelista,743,743,2023-03-26T13:04:22.000Z
643,feniquinha,427,427,2023-03-26T13:05:09.000Z
644,_gabirel_julio,275,275?,2023-03-26T13:05:30.000Z
645,rodrigoideia,427,427,2023-03-26T13:06:56.000Z
646,compartilhesocialab,1012,1012,2023-03-26T13:07:37.000Z
647,danilo.gestor,1000,1000,2023-03-26T13:11:30.000Z
648,misasiilva,319,Tem 319,2023-03-26T13:14:34.000Z
649,vitorgenesio,260,260,2023-03-26T13:16:34.000Z
650,theubraga,325,325,2023-03-26T13:16:37.000Z
651,paulo_henrique.19,398,398,2023-03-26T13:18:41.000Z
652,allanlanco,420,420,2023-03-26T13:27:30.000Z
653,jvictoramorimm,396,São 396 confetes,2023-03-26T13:28:00.000Z
654,vitorschmitt,286,286,2023-03-26T13:28:21.000Z
655,junior.trabulsi,850,850,2023-03-26T13:29:22.000Z
656,gabrielms1994,327,327  M&M de amendoins,2023-03-26T13:29:28.000Z
657,gustavo.rufin,300,300,2023-03-26T13:34:32.000Z
658,cristiano_jodriguez,628,628,2023-03-26T13:35:26.000Z
659,ciceromm,416,416,2023-03-26T13:37:22.000Z
660,mateusleit20,322,322,2023-03-26T13:37:22.000Z
661,diego.dps,438,438,2023-03-26T13:40:33.000Z
662,arielparizi,637,637,2023-03-26T13:45:21.000Z
663,terapeuta.luciano.macedo,532,532 lucianoleitemacedo@hitmsil.com,2023-03-26T13:46:19.000Z
664,marcospaulodefreitas,590,590,2023-03-26T13:47:34.000Z
665,gbltravain_,833,833,2023-03-26T13:50:04.000Z
666,gh_castro,344,344 confetes,2023-03-26T13:50:16.000Z
667,brenooleaal,600,600,2023-03-26T13:51:13.000Z
668,oliveira.dnl,396,396,2023-03-26T13:58:38.000Z
669,g.bastos_,650,650,2023-03-26T14:02:51.000Z
670,helder_mesquita3.0,368,"Fiz por análise do conteúdo, sei que não é tão preciso pois eles não são lineares. Mais acho que é 368",2023-03-26T14:10:45.000Z
671,qlf_rhyann,736,736,2023-03-26T14:11:33.000Z
672,rfranca89,212,212,2023-03-26T14:13:00.000Z
673,gbriel_rj,500,500,2023-03-26T14:15:50.000Z
674,_marcos_soaresofc,354,354,2023-03-26T14:16:23.000Z
675,ebrelyandrade,402,402,2023-03-26T14:17:58.000Z
676,filipedrbraga,420,420,2023-03-26T14:18:39.000Z
677,brunoribeiro6883,882,882,2023-03-26T14:21:20.000Z
678,henriqueasegamarchi,593,593,2023-03-26T14:23:51.000Z
679,xmatheusx__,390,390,2023-03-26T14:28:46.000Z
680,chilenoze,529,529,2023-03-26T14:31:30.000Z
681,natanael._pinheiro,200,200,2023-03-26T14:33:03.000Z
682,etgcrog.py,763,763,2023-03-26T14:35:23.000Z
683,antoniofsf122,1212,1212,2023-03-26T14:40:08.000Z
684,walison_andrade_97,611,611,2023-03-26T14:42:13.000Z
685,tonyverissimo_,457,457.,2023-03-26T14:51:56.000Z
686,rogermvivan,715,715,2023-03-26T14:54:12.000Z
687,daniel_valerio083,400,400,2023-03-26T15:01:43.000Z
688,ferrebraz,535,535 confetes,2023-03-26T15:16:31.000Z
689,jonathansborba,423,423,2023-03-26T15:30:53.000Z
690,https.gelito,624,624,2023-03-26T15:31:47.000Z
691,lucas_valley,327,327,2023-03-26T15:35:25.000Z
692,txvinfxp_,390,Chute 390,2023-03-26T15:35:41.000Z
693,guuh30_,361,361,2023-03-26T15:36:27.000Z
694,sebahrodrigues10,560,560,2023-03-26T15:40:49.000Z
695,cassio.moraes.712,396,396 meu caro,2023-03-26T15:42:37.000Z
696,martinllara29,300,"300, eu acho 😁",2023-03-26T15:51:17.000Z
697,juliofmendes,15,Tem 15!,2023-03-26T16:00:08.000Z
698,bruno.boxe,607,607,2023-03-26T16:02:24.000Z
699,marcosluizmello,256,256,2023-03-26T16:04:58.000Z
700,rogerioviolaoficial,452,452,2023-03-26T16:06:34.000Z
701,vit.rinha,621,621,2023-03-26T16:11:21.000Z
702,drgustavocapobianco,768,768,2023-03-26T16:17:28.000Z
703,eduardoteodoro_,455,455 confetes,2023-03-26T16:25:23.000Z
704,zerenatoabduani,627,627,2023-03-26T16:25:32.000Z
705,joaopaulo_rc,400,400,2023-03-26T16:26:21.000Z
706,micael_saturnino,450,450,2023-03-26T16:26:26.000Z
707,isac_dev,250,250,2023-03-26T16:27:56.000Z
708,rafadpaula0,534,534 confetes,2023-03-26T16:31:21.000Z
709,joana_fb_,270,270,2023-03-26T16:32:23.000Z
710,vi_fm23,198,198,2023-03-26T16:34:03.000Z
711,_oliveira.rd,572,572,2023-03-26T16:48:21.000Z
712,marksgalindo,832,832,2023-03-26T16:52:12.000Z
713,johneverton_,136,136,2023-03-26T16:53:24.000Z
714,gledsonxd,500,500,2023-03-26T16:55:17.000Z
715,provendomeios_oficial,250,250,2023-03-26T16:55:25.000Z
716,luiz.marcelo.santos,616,616 🔥,2023-03-26T16:56:55.000Z
717,omxguelzin,305,305,2023-03-26T17:00:02.000Z
718,tarsodesouza,1200,1200,2023-03-26T17:02:30.000Z
719,marcos_78paulo,541,541,2023-03-26T17:02:43.000Z
720,tarsodesouza,890,890,2023-03-26T17:03:07.000Z
721,mafra_eduardo_,378,378,2023-03-26T17:10:22.000Z
722,fabiano_dmg,293,293,2023-03-26T17:14:15.000Z
723,rodrigocirillo,240,240,2023-03-26T17:14:30.000Z
724,niviamar,350,350,2023-03-26T17:14:49.000Z
725,marciopg83,412,412,2023-03-26T17:16:13.000Z
726,wellinthehell,540,540,2023-03-26T17:17:06.000Z
727,larissa.snascimento,331,331,2023-03-26T17:19:19.000Z
728,lucasfabreu,320,320,2023-03-26T17:23:34.000Z
729,lucaslimaoa,367,367,2023-03-26T17:26:38.000Z
730,_lucasssilva,450,450,2023-03-26T17:33:02.000Z
731,carlossamuel2004,100,100 confetes… fácilKd o pix?,2023-03-26T17:35:02.000Z
732,junior_rabelo1,263,263,2023-03-26T17:36:23.000Z
733,matheus.felixsilva,420,420,2023-03-26T17:36:27.000Z
734,poonciof,424,424,2023-03-26T17:38:40.000Z
735,chrislima._,230,230,2023-03-26T17:47:30.000Z
736,viniologia,777,777,2023-03-26T17:50:04.000Z
737,samuelmachado.eb,469,469,2023-03-26T17:52:38.000Z
738,luann_brandis_,726,726,2023-03-26T17:54:27.000Z
739,enzoronquetti,413,413,2023-03-26T17:57:27.000Z
740,lucas_egbatista,470,470 certeza,2023-03-26T17:58:50.000Z
741,markus_paulloh,100,100,2023-03-26T18:02:18.000Z
742,027_luan_silva,560,560,2023-03-26T18:07:57.000Z
743,rolferay626,483,483,2023-03-26T18:08:24.000Z
744,tasso_manoel_,360,Mais ou menos 360 ... Não dá pra acertar com exatidão,2023-03-26T18:11:13.000Z
745,rikzin_xxz,621,621,2023-03-26T18:11:14.000Z
746,wesleykaufert,491,491,2023-03-26T18:14:24.000Z
747,epc.flavio,540,540,2023-03-26T18:15:00.000Z
748,jadson_0_,462,462,2023-03-26T18:15:43.000Z
749,apiarioilhadascobras,520,520,2023-03-26T18:17:02.000Z
750,dalessaaa,505,505,2023-03-26T18:17:17.000Z
751,amandapaz.digital,561,561,2023-03-26T18:18:20.000Z
752,alexnir_,6400,6400,2023-03-26T18:20:03.000Z
753,ury_hashem,432,432,2023-03-26T18:27:44.000Z
754,yagocaianna,366,366,2023-03-26T18:34:48.000Z
755,ofc_dion,621,621,2023-03-26T18:37:01.000Z
756,itan.alan,552,552,2023-03-26T18:49:14.000Z
757,_caioazevedo,375,375,2023-03-26T18:50:36.000Z
758,_joaodoria_,429,429,2023-03-26T18:51:58.000Z
759,adriel.45,457,457,2023-03-26T18:52:52.000Z
760,titoabayomi,2343,2343,2023-03-26T18:56:18.000Z
761,elnatanlins_oficial,815,815,2023-03-26T19:09:00.000Z
762,omauriciobastos,817,817,2023-03-26T19:10:20.000Z
763,whyd.mzzn7,348,348,2023-03-26T19:13:36.000Z
764,yantazinasso54,774,774,2023-03-26T19:23:10.000Z
765,anjoswear,496,496,2023-03-26T19:24:23.000Z
766,aurelio_farley,546,546,2023-03-26T19:24:35.000Z
767,fernandoalan40,432,432,2023-03-26T19:25:19.000Z
768,leandrodsouzza,195,195,2023-03-26T19:26:18.000Z
769,caio.ariel.amorim,449,449 e a resposta,2023-03-26T19:28:28.000Z
770,_eucaua_,137,137!,2023-03-26T19:30:11.000Z
771,mourawmarcus,424,424,2023-03-26T19:30:29.000Z
772,danielvieira5170,480,480,2023-03-26T19:41:31.000Z
773,srpiee,324,324,2023-03-26T19:46:37.000Z
774,diegosoaresna,476,476,2023-03-26T19:47:34.000Z
775,poggio1123,310,310,2023-03-26T19:47:47.000Z
776,pet_wigg3rs,600,600 confetes,2023-03-26T19:57:19.000Z
777,tchello.master,390,390,2023-03-26T19:59:34.000Z
778,lucasaugusto514,425,425,2023-03-26T20:00:55.000Z
779,o.rsegurancapp,298,298,2023-03-26T20:03:32.000Z
780,devdaviii,286,286,2023-03-26T20:06:07.000Z
781,cantordanielsantana,353,353,2023-03-26T20:09:16.000Z
782,rhaffamelo,750,750 confetes.,2023-03-26T20:12:55.000Z
783,theoysilva,397,397,2023-03-26T20:14:40.000Z
784,theoysilva,397,397,2023-03-26T20:15:28.000Z
785,stattic_shock95,563,563 unidades.,2023-03-26T20:16:31.000Z
786,jarllys_,853,853,2023-03-26T20:17:26.000Z
787,du.serrano,628,628,2023-03-26T20:21:45.000Z
788,dayvid.cavalcante,1024,1024,2023-03-26T20:27:14.000Z
789,weverson.s_oliveira,1000,vou esperar uns 1000 chutar e vou fazer a média lkkk,2023-03-26T20:31:41.000Z
790,hugblayr,319,319,2023-03-26T20:32:02.000Z
791,lucgaluppo,270,270,2023-03-26T20:38:03.000Z
792,thalis_son09,643,643,2023-03-26T20:38:23.000Z
793,heliotaf,300,300,2023-03-26T20:38:26.000Z
794,ant._.mks,374,374,2023-03-26T20:41:21.000Z
795,davidleonardo_oficial,536,536,2023-03-26T20:48:23.000Z
796,davidleonardo_oficial,400,400,2023-03-26T20:48:25.000Z
797,davidleonardo_oficial,568,568,2023-03-26T20:48:28.000Z
798,davidleonardo_oficial,579,579,2023-03-26T20:48:31.000Z
799,davidleonardo_oficial,467,467,2023-03-26T20:48:33.000Z
800,davidleonardo_oficial,670,670,2023-03-26T20:48:40.000Z
801,davidleonardo_oficial,146,146,2023-03-26T20:48:42.000Z
802,davidleonardo_oficial,254,254,2023-03-26T20:48:45.000Z
803,davidleonardo_oficial,389,389,2023-03-26T20:48:49.000Z
804,davidleonardo_oficial,7654,7654,2023-03-26T20:48:52.000Z
805,davidleonardo_oficial,654,654,2023-03-26T20:48:53.000Z
806,samueldsgarcia,397,397,2023-03-26T20:50:03.000Z
807,itrioogpeixoto,360,360,2023-03-26T20:53:43.000Z
808,pedrocsc,482,482,2023-03-26T20:58:43.000Z
809,alisson_vit,477,477,2023-03-26T21:00:25.000Z
810,bob_fleek.ofc,429,429,2023-03-26T21:04:15.000Z
811,jeeeller,600,600 confetes,2023-03-26T21:12:47.000Z
812,anjo._s,396,396 pode ir,2023-03-26T21:18:56.000Z
813,anjo._s,398,398,2023-03-26T21:19:22.000Z
814,guerrafilmes,625,625,2023-03-26T21:19:30.000Z
815,jor_dan_a_z,541,541,2023-03-26T21:19:58.000Z
816,matheuserthal,283,283,2023-03-26T21:25:44.000Z
817,kaiquemady,479,479,2023-03-26T21:26:05.000Z
818,raph_itsme,651,651,2023-03-26T21:26:23.000Z
819,daniel.slip3,300,300,2023-03-26T21:34:18.000Z
820,luiz_edu1808,373,373,2023-03-26T21:44:20.000Z
821,andre_mazzei83,250,250,2023-03-26T21:47:15.000Z
822,socorro.machado.58152,547,547,2023-03-26T21:48:44.000Z
823,gilberto_seabra,327,327,2023-03-26T21:52:56.000Z
824,m.lim4.c,428,428,2023-03-26T21:58:50.000Z
825,luizsalesgarcia,325,325,2023-03-26T22:01:18.000Z
826,sandro_migue1,464,464🔥,2023-03-26T22:01:25.000Z
827,sk3l3t0nsinm7cl0s3t,536,536,2023-03-26T22:03:22.000Z
